from	to
Limacina helicina antarctica	Thysanoessa macrura
Actinocyclus actinochilus	Euphausia superba
Actinocyclus spiritus	Euphausia superba
Actinocyclus utricularis	Euphausia superba
Azpeitia tabularis	Euphausia superba
Banquisia belgicae	Euphausia superba
Chaetoceros bulbosum	Euphausia superba
Chaetoceros concavicornis	Euphausia superba
Chaetoceros criophilum	Euphausia superba
Chaetoceros dichaeta	Euphausia superba
Chaetoceros flexuosum	Euphausia superba
Chaetoceros neglectum	Euphausia superba
Chaetoceros pelagicus	Euphausia superba
Chaetoceros socialis	Euphausia superba
Corethron criophilum	Euphausia superba
Coscinodiscus oculoides	Euphausia superba
Cylindrotheca closterium	Euphausia superba
Eucampia antarctica	Euphausia superba
Fragilariopsis curta	Euphausia superba
Fragilariopsis cylindrus	Euphausia superba
Fragilariopsis kerguelensis	Euphausia superba
Fragilariopsis linearis	Euphausia superba
Fragilariopsis nana	Euphausia superba
Fragilariopsis obliquecostata	Euphausia superba
Fragilariopsis pseudonana	Euphausia superba
Fragilariopsis rhombica	Euphausia superba
Fragilariopsis ritscheri	Euphausia superba
Fragilariopsis separanda	Euphausia superba
Fragilariopsis sublinearis	Euphausia superba
Fragilariopsis vanheurckii	Euphausia superba
Manguinea fusiformis	Euphausia superba
Manguinea rigida	Euphausia superba
Navicula glaciei	Euphausia superba
Navicula schefterae	Euphausia superba
Nitzschia kerguelensis	Euphausia superba
Nitzschia lecointei	Euphausia superba
Nitzschia neglecta	Euphausia superba
Odontella weissflogii	Euphausia superba
Porosira glacialis	Euphausia superba
Porosira pseudodenticulata	Euphausia superba
Proboscia alata	Euphausia superba
Proboscia inermi	Euphausia superba
Proboscia truncata	Euphausia superba
Pseudo-Nitzschia heimii	Euphausia superba
Pseudo-Nitzschia liniola	Euphausia superba
Pseudo-Nitzschia prolongatoides	Euphausia superba
Pseudo-Nitzschia subcurvata	Euphausia superba
Rhizosolenia antennata	Euphausia superba
Stellarima microtrias	Euphausia superba
Thalassiosira antarctica	Euphausia superba
Thalassiosira australis	Euphausia superba
Thalassiosira frenguelliopsis	Euphausia superba
Thalassiosira gracilis	Euphausia superba
Thalassiosira gracilis expecta	Euphausia superba
Thalassiosira gravida	Euphausia superba
Thalassiosira lentiginosa	Euphausia superba
Thalassiosira ritscheri	Euphausia superba
Thalassiosira trifulta	Euphausia superba
Thalassiosira tumida	Euphausia superba
Trichotoxon reinboldii	Euphausia superba
Dictyocha speculum	Euphausia superba
Phaeocystis antarctica	Euphausia superba
Silicioflagellata	Euphausia superba
Bodo saltans	Euphausia superba
Amphidinium hadai	Euphausia superba
Gyrodinium lachryama	Euphausia superba
Parvicorbucula socialis	Euphausia superba
Neogloboquadriana pachyderma	Euphausia superba
Rhincalanus gigas	Euphausia superba
Calanus propinquus	Euphausia superba
Calanoides acutus	Euphausia superba
Metridia gerlachei	Euphausia superba
Paraeuchaeta antarctica	Euphausia superba
Clione limacina	Euphausia superba
Clione antarctica	Euphausia superba
Clio pyramidata	Euphausia superba
Limacina helicina antarctica	Euphausia superba
Actinocyclus actinochilus	Ampelisca richardsoni
Actinocyclus spiritus	Ampelisca richardsoni
Actinocyclus utricularis	Ampelisca richardsoni
Azpeitia tabularis	Ampelisca richardsoni
Banquisia belgicae	Ampelisca richardsoni
Chaetoceros bulbosum	Ampelisca richardsoni
Chaetoceros concavicornis	Ampelisca richardsoni
Chaetoceros criophilum	Ampelisca richardsoni
Chaetoceros dichaeta	Ampelisca richardsoni
Chaetoceros flexuosum	Ampelisca richardsoni
Chaetoceros neglectum	Ampelisca richardsoni
Chaetoceros pelagicus	Ampelisca richardsoni
Chaetoceros socialis	Ampelisca richardsoni
Corethron criophilum	Ampelisca richardsoni
Coscinodiscus oculoides	Ampelisca richardsoni
Cylindrotheca closterium	Ampelisca richardsoni
Eucampia antarctica	Ampelisca richardsoni
Fragilariopsis curta	Ampelisca richardsoni
Fragilariopsis cylindrus	Ampelisca richardsoni
Fragilariopsis kerguelensis	Ampelisca richardsoni
Fragilariopsis linearis	Ampelisca richardsoni
Fragilariopsis nana	Ampelisca richardsoni
Fragilariopsis obliquecostata	Ampelisca richardsoni
Fragilariopsis pseudonana	Ampelisca richardsoni
Fragilariopsis rhombica	Ampelisca richardsoni
Fragilariopsis ritscheri	Ampelisca richardsoni
Fragilariopsis separanda	Ampelisca richardsoni
Fragilariopsis sublinearis	Ampelisca richardsoni
Fragilariopsis vanheurckii	Ampelisca richardsoni
Manguinea fusiformis	Ampelisca richardsoni
Manguinea rigida	Ampelisca richardsoni
Navicula glaciei	Ampelisca richardsoni
Navicula schefterae	Ampelisca richardsoni
Nitzschia kerguelensis	Ampelisca richardsoni
Nitzschia lecointei	Ampelisca richardsoni
Nitzschia neglecta	Ampelisca richardsoni
Odontella weissflogii	Ampelisca richardsoni
Porosira glacialis	Ampelisca richardsoni
Porosira pseudodenticulata	Ampelisca richardsoni
Proboscia alata	Ampelisca richardsoni
Proboscia inermi	Ampelisca richardsoni
Proboscia truncata	Ampelisca richardsoni
Pseudo-Nitzschia heimii	Ampelisca richardsoni
Pseudo-Nitzschia liniola	Ampelisca richardsoni
Pseudo-Nitzschia prolongatoides	Ampelisca richardsoni
Pseudo-Nitzschia subcurvata	Ampelisca richardsoni
Rhizosolenia antennata	Ampelisca richardsoni
Stellarima microtrias	Ampelisca richardsoni
Thalassiosira antarctica	Ampelisca richardsoni
Thalassiosira australis	Ampelisca richardsoni
Thalassiosira frenguelliopsis	Ampelisca richardsoni
Thalassiosira gracilis	Ampelisca richardsoni
Thalassiosira gracilis expecta	Ampelisca richardsoni
Thalassiosira gravida	Ampelisca richardsoni
Thalassiosira lentiginosa	Ampelisca richardsoni
Thalassiosira ritscheri	Ampelisca richardsoni
Thalassiosira trifulta	Ampelisca richardsoni
Thalassiosira tumida	Ampelisca richardsoni
Trichotoxon reinboldii	Ampelisca richardsoni
Phytodetritus	Ampelisca richardsoni
Actinocyclus actinochilus	Abyssorchomene rossi
Actinocyclus spiritus	Abyssorchomene rossi
Actinocyclus utricularis	Abyssorchomene rossi
Azpeitia tabularis	Abyssorchomene rossi
Banquisia belgicae	Abyssorchomene rossi
Chaetoceros bulbosum	Abyssorchomene rossi
Chaetoceros concavicornis	Abyssorchomene rossi
Chaetoceros criophilum	Abyssorchomene rossi
Chaetoceros dichaeta	Abyssorchomene rossi
Chaetoceros flexuosum	Abyssorchomene rossi
Chaetoceros neglectum	Abyssorchomene rossi
Chaetoceros pelagicus	Abyssorchomene rossi
Chaetoceros socialis	Abyssorchomene rossi
Corethron criophilum	Abyssorchomene rossi
Coscinodiscus oculoides	Abyssorchomene rossi
Cylindrotheca closterium	Abyssorchomene rossi
Eucampia antarctica	Abyssorchomene rossi
Fragilariopsis curta	Abyssorchomene rossi
Fragilariopsis cylindrus	Abyssorchomene rossi
Fragilariopsis kerguelensis	Abyssorchomene rossi
Fragilariopsis linearis	Abyssorchomene rossi
Fragilariopsis nana	Abyssorchomene rossi
Fragilariopsis obliquecostata	Abyssorchomene rossi
Fragilariopsis pseudonana	Abyssorchomene rossi
Fragilariopsis rhombica	Abyssorchomene rossi
Fragilariopsis ritscheri	Abyssorchomene rossi
Fragilariopsis separanda	Abyssorchomene rossi
Fragilariopsis sublinearis	Abyssorchomene rossi
Fragilariopsis vanheurckii	Abyssorchomene rossi
Manguinea fusiformis	Abyssorchomene rossi
Manguinea rigida	Abyssorchomene rossi
Navicula glaciei	Abyssorchomene rossi
Navicula schefterae	Abyssorchomene rossi
Nitzschia kerguelensis	Abyssorchomene rossi
Nitzschia lecointei	Abyssorchomene rossi
Nitzschia neglecta	Abyssorchomene rossi
Odontella weissflogii	Abyssorchomene rossi
Porosira glacialis	Abyssorchomene rossi
Porosira pseudodenticulata	Abyssorchomene rossi
Proboscia alata	Abyssorchomene rossi
Proboscia inermi	Abyssorchomene rossi
Proboscia truncata	Abyssorchomene rossi
Pseudo-Nitzschia heimii	Abyssorchomene rossi
Pseudo-Nitzschia liniola	Abyssorchomene rossi
Pseudo-Nitzschia prolongatoides	Abyssorchomene rossi
Pseudo-Nitzschia subcurvata	Abyssorchomene rossi
Rhizosolenia antennata	Abyssorchomene rossi
Stellarima microtrias	Abyssorchomene rossi
Thalassiosira antarctica	Abyssorchomene rossi
Thalassiosira australis	Abyssorchomene rossi
Thalassiosira frenguelliopsis	Abyssorchomene rossi
Thalassiosira gracilis	Abyssorchomene rossi
Thalassiosira gracilis expecta	Abyssorchomene rossi
Thalassiosira gravida	Abyssorchomene rossi
Thalassiosira lentiginosa	Abyssorchomene rossi
Thalassiosira ritscheri	Abyssorchomene rossi
Thalassiosira trifulta	Abyssorchomene rossi
Thalassiosira tumida	Abyssorchomene rossi
Trichotoxon reinboldii	Abyssorchomene rossi
Rhincalanus gigas	Abyssorchomene rossi
Calanus propinquus	Abyssorchomene rossi
Calanoides acutus	Abyssorchomene rossi
Metridia gerlachei	Abyssorchomene rossi
Paraeuchaeta antarctica	Abyssorchomene rossi
Pelagobia longicirrata	Abyssorchomene rossi
Rhynchonereella bongraini	Abyssorchomene rossi
Laetmonice producta	Abyssorchomene rossi
Harmothoe spinosa	Abyssorchomene rossi
Harmothoe crosetensis	Abyssorchomene rossi
Harmotoe hartmanae	Abyssorchomene rossi
Polyeunoa laevis	Abyssorchomene rossi
Barrukia cristata	Abyssorchomene rossi
Eulagisca gigantea	Abyssorchomene rossi
Eunoe spica	Abyssorchomene rossi
Eunoe hartmanae	Abyssorchomene rossi
Eunoe spica spicoides	Abyssorchomene rossi
Vanadis antarctica	Abyssorchomene rossi
Pista spinifera	Abyssorchomene rossi
Phyllocomus crocea	Abyssorchomene rossi
Terebella ehlersi	Abyssorchomene rossi
Eucranta mollis	Abyssorchomene rossi
Cinachyra antarctica	Abyssorchomene rossi
Cinachyra barbata	Abyssorchomene rossi
Bathydorus spinosus	Abyssorchomene rossi
Iophon radiatus	Abyssorchomene rossi
Kirkpatrickia variolosa	Abyssorchomene rossi
Rossella racovitzae	Abyssorchomene rossi
Stylocordyla borealis	Abyssorchomene rossi
Homaxinella balfourensis	Abyssorchomene rossi
Scolymastra joubini	Abyssorchomene rossi
Latrunculia apicalis	Abyssorchomene rossi
Latrunculia brevis	Abyssorchomene rossi
Tetilla leptoderma	Abyssorchomene rossi
Haliclona dancoi	Abyssorchomene rossi
Mycale acerata	Abyssorchomene rossi
Rossella antarctica	Abyssorchomene rossi
Rossella tarenja	Abyssorchomene rossi
Haliclona tenella	Abyssorchomene rossi
Clathria pauper	Abyssorchomene rossi
Calyx arcuarius	Abyssorchomene rossi
Isodyctia toxophila	Abyssorchomene rossi
Isodyctia cavicornuta	Abyssorchomene rossi
Isodyctia steifera	Abyssorchomene rossi
Axociella nidificata	Abyssorchomene rossi
Rossella nuda	Abyssorchomene rossi
Tentorium papillatum	Abyssorchomene rossi
Tentorium semisuberites	Abyssorchomene rossi
Tedania oxeata	Abyssorchomene rossi
Tedania tantulata	Abyssorchomene rossi
Tedania vanhoeffeni	Abyssorchomene rossi
Phorbas areolatus	Abyssorchomene rossi
Phorbas glaberrima	Abyssorchomene rossi
Polymastia invaginata	Abyssorchomene rossi
Polymastia isidis	Abyssorchomene rossi
Anoxycalyx joubini	Abyssorchomene rossi
Phytodetritus	Abyssorchomene rossi
Actinocyclus actinochilus	Abyssorchomene plebs
Actinocyclus spiritus	Abyssorchomene plebs
Actinocyclus utricularis	Abyssorchomene plebs
Azpeitia tabularis	Abyssorchomene plebs
Banquisia belgicae	Abyssorchomene plebs
Chaetoceros bulbosum	Abyssorchomene plebs
Chaetoceros concavicornis	Abyssorchomene plebs
Chaetoceros criophilum	Abyssorchomene plebs
Chaetoceros dichaeta	Abyssorchomene plebs
Chaetoceros flexuosum	Abyssorchomene plebs
Chaetoceros neglectum	Abyssorchomene plebs
Chaetoceros pelagicus	Abyssorchomene plebs
Chaetoceros socialis	Abyssorchomene plebs
Corethron criophilum	Abyssorchomene plebs
Coscinodiscus oculoides	Abyssorchomene plebs
Cylindrotheca closterium	Abyssorchomene plebs
Eucampia antarctica	Abyssorchomene plebs
Fragilariopsis curta	Abyssorchomene plebs
Fragilariopsis cylindrus	Abyssorchomene plebs
Fragilariopsis kerguelensis	Abyssorchomene plebs
Fragilariopsis linearis	Abyssorchomene plebs
Fragilariopsis nana	Abyssorchomene plebs
Fragilariopsis obliquecostata	Abyssorchomene plebs
Fragilariopsis pseudonana	Abyssorchomene plebs
Fragilariopsis rhombica	Abyssorchomene plebs
Fragilariopsis ritscheri	Abyssorchomene plebs
Fragilariopsis separanda	Abyssorchomene plebs
Fragilariopsis sublinearis	Abyssorchomene plebs
Fragilariopsis vanheurckii	Abyssorchomene plebs
Manguinea fusiformis	Abyssorchomene plebs
Manguinea rigida	Abyssorchomene plebs
Navicula glaciei	Abyssorchomene plebs
Navicula schefterae	Abyssorchomene plebs
Nitzschia kerguelensis	Abyssorchomene plebs
Nitzschia lecointei	Abyssorchomene plebs
Nitzschia neglecta	Abyssorchomene plebs
Odontella weissflogii	Abyssorchomene plebs
Porosira glacialis	Abyssorchomene plebs
Porosira pseudodenticulata	Abyssorchomene plebs
Proboscia alata	Abyssorchomene plebs
Proboscia inermi	Abyssorchomene plebs
Proboscia truncata	Abyssorchomene plebs
Pseudo-Nitzschia heimii	Abyssorchomene plebs
Pseudo-Nitzschia liniola	Abyssorchomene plebs
Pseudo-Nitzschia prolongatoides	Abyssorchomene plebs
Pseudo-Nitzschia subcurvata	Abyssorchomene plebs
Rhizosolenia antennata	Abyssorchomene plebs
Stellarima microtrias	Abyssorchomene plebs
Thalassiosira antarctica	Abyssorchomene plebs
Thalassiosira australis	Abyssorchomene plebs
Thalassiosira frenguelliopsis	Abyssorchomene plebs
Thalassiosira gracilis	Abyssorchomene plebs
Thalassiosira gracilis expecta	Abyssorchomene plebs
Thalassiosira gravida	Abyssorchomene plebs
Thalassiosira lentiginosa	Abyssorchomene plebs
Thalassiosira ritscheri	Abyssorchomene plebs
Thalassiosira trifulta	Abyssorchomene plebs
Thalassiosira tumida	Abyssorchomene plebs
Trichotoxon reinboldii	Abyssorchomene plebs
Euphausia crystallorophias	Abyssorchomene plebs
Euphausia frigida	Abyssorchomene plebs
Thysanoessa macrura	Abyssorchomene plebs
Euphausia superba	Abyssorchomene plebs
Phytodetritus	Abyssorchomene plebs
Pelagobia longicirrata	Abyssorchomene nodimanus
Rhynchonereella bongraini	Abyssorchomene nodimanus
Laetmonice producta	Abyssorchomene nodimanus
Harmothoe spinosa	Abyssorchomene nodimanus
Harmothoe crosetensis	Abyssorchomene nodimanus
Harmotoe hartmanae	Abyssorchomene nodimanus
Polyeunoa laevis	Abyssorchomene nodimanus
Barrukia cristata	Abyssorchomene nodimanus
Eulagisca gigantea	Abyssorchomene nodimanus
Eunoe spica	Abyssorchomene nodimanus
Eunoe hartmanae	Abyssorchomene nodimanus
Eunoe spica spicoides	Abyssorchomene nodimanus
Vanadis antarctica	Abyssorchomene nodimanus
Pista spinifera	Abyssorchomene nodimanus
Phyllocomus crocea	Abyssorchomene nodimanus
Terebella ehlersi	Abyssorchomene nodimanus
Eucranta mollis	Abyssorchomene nodimanus
Mesothuria lactea	Abyssorchomene nodimanus
Achlyonice violaecuspidata	Abyssorchomene nodimanus
Bathyplotes gourdoni	Abyssorchomene nodimanus
Bathyplotes bongraini	Abyssorchomene nodimanus
Scotoplanes globosa	Abyssorchomene nodimanus
Molpadia musculus	Abyssorchomene nodimanus
Ypsilocucumis turricata	Abyssorchomene nodimanus
Psolidium incertum	Abyssorchomene nodimanus
Trachythyone parva	Abyssorchomene nodimanus
Laetmogone wyvillethompsoni	Abyssorchomene nodimanus
Pseudostichopus mollis	Abyssorchomene nodimanus
Pseudostichopus villosus	Abyssorchomene nodimanus
Elpidia glacialis	Abyssorchomene nodimanus
Chiridota weddellensis	Abyssorchomene nodimanus
Ekmocucumis steineni	Abyssorchomene nodimanus
Ekmocucumis turqueti	Abyssorchomene nodimanus
Abyssocucumis liouvillei	Abyssorchomene nodimanus
Psolus dubiosus	Abyssorchomene nodimanus
Psolus charcoti	Abyssorchomene nodimanus
Psolus antarcticus	Abyssorchomene nodimanus
Echinopsolus acanthocola	Abyssorchomene nodimanus
Ekmocucumis turqueti turqueti	Abyssorchomene nodimanus
Taeniogyrus contortus	Abyssorchomene nodimanus
Pareledone charcoti	Abyssorchomene nodimanus
Pareledone antarctica	Abyssorchomene nodimanus
Artedidraco orianae	Abyssorchomene nodimanus
Artedidraco loennbergi	Abyssorchomene nodimanus
Artedidraco skottsbergi	Abyssorchomene nodimanus
Dolloidraco longedorsalis	Abyssorchomene nodimanus
Pogonophryne marmorata	Abyssorchomene nodimanus
Pogonophryne phyllopogon	Abyssorchomene nodimanus
Pogonophryne permitini	Abyssorchomene nodimanus
Pogonophryne scotti	Abyssorchomene nodimanus
Pogonophryne barsukovi	Abyssorchomene nodimanus
Cygnodraco mawsoni	Abyssorchomene nodimanus
Gerlachea australis	Abyssorchomene nodimanus
Gymnodraco acuticeps	Abyssorchomene nodimanus
Prionodraco evansii	Abyssorchomene nodimanus
Racovitzia glacialis	Abyssorchomene nodimanus
Chaenodraco wilsoni	Abyssorchomene nodimanus
Chionodraco hamatus	Abyssorchomene nodimanus
Chionodraco myersi	Abyssorchomene nodimanus
Cryodraco antarcticus	Abyssorchomene nodimanus
Dacodraco hunteri	Abyssorchomene nodimanus
Pagetopsis maculatus	Abyssorchomene nodimanus
Aethotaxis mitopteryx	Abyssorchomene nodimanus
Dissostichus mawsoni	Abyssorchomene nodimanus
Trematomus eulepidotus	Abyssorchomene nodimanus
Trematomus lepidorhinus	Abyssorchomene nodimanus
Trematomus loennbergii	Abyssorchomene nodimanus
Trematomus nicolai	Abyssorchomene nodimanus
Trematomus pennellii	Abyssorchomene nodimanus
Trematomus scotti	Abyssorchomene nodimanus
Pleuragramma antarcticum	Abyssorchomene nodimanus
Notothenia marmorata	Abyssorchomene nodimanus
Notothenia coriiceps	Abyssorchomene nodimanus
Trematomus bernacchii	Abyssorchomene nodimanus
Trematomus hansoni	Abyssorchomene nodimanus
Macrourus holotrachys	Abyssorchomene nodimanus
Macrourus whitsoni	Abyssorchomene nodimanus
Electrona antarctica	Abyssorchomene nodimanus
Harpagifer antarcticus	Abyssorchomene nodimanus
Bathylagus antarcticus	Abyssorchomene nodimanus
Notolepis coatsi	Abyssorchomene nodimanus
Gymnoscopelus braueri	Abyssorchomene nodimanus
Gymnoscopelus opisthopterus	Abyssorchomene nodimanus
Gymnoscopelus nicholsi	Abyssorchomene nodimanus
Protomyctophum bolini	Abyssorchomene nodimanus
Pagetopsis macropterus	Abyssorchomene nodimanus
Muraenolepis marmoratus	Abyssorchomene nodimanus
Muraenolepis microps	Abyssorchomene nodimanus
Phytodetritus	Abyssorchomene nodimanus
Rhincalanus gigas	Eusirus antarcticus
Calanus propinquus	Eusirus antarcticus
Calanoides acutus	Eusirus antarcticus
